Gene	logFold_proB_preproB
Gnl3	-0.57238375
Atp2a3	0.008066019999999995
Ankhd1	0.05590336666666672
Rnpep	-3.5317594999999997
Pask	0.7787273333333333
Mical1	-0.5039395235294117
Elob	0.96066
Eloc	0.5534639
Eloa	-0.658421
Uso1	-0.005822399999999994
Wdr61	-0.02718458333333334
Ebna1bp2	0.5198780000000001
Pkm	0.3453764
Mrpl15	-0.09867242857142854
Osgep	0.30316245454545454
Tfip11	-0.10913460000000001
Ergic1	-0.7499730000000001
Aldh9a1	0.275171
Smu1	-0.00421122
Bdh1	-0.02679557142857141
Phpt1	0.77048
Dazap1	0.12418316666666672
Clic4	-0.890834
Iars	0.4290498333333334
Atp2a2	-0.09579157142857143
Clic1	0.426257
Pnpt1	2.51329
Acin1	0.013429406249999984
Brd1	-0.733151
Lactb	-0.731565
Rps8	-0.938809
Chd1	0.04721179999999999
Acp6	3.5429
Add3	-1.50671
Acp1	0.30649624999999997
Add1	0.05545439130434782
Mad1l1	4.9512225
Sfxn1	0.65047
Taf12	1.28447
Ociad1	-0.07034298947368423
Prkaca	0.6484524500000001
Dgcr14	0.416593
Pik3r1	-0.9337018181818181
Slk	-0.219651
Dus3l	-0.00725144
Sema4d	-3.713140475
Cops7a	-0.31169695
Tars2	0.03877675675675676
Zfp687	0.11335482000000001
Tmco1	0.2733689
Phrf1	-0.6159381052631578
Rab6a	-0.42439566666666667
Zmat2	0.161716
Ube2v1	0.1678290909090909
Ube2v2	-0.03545375
Rrp15	0.405419
Psph	0.1776746923076923
Dis3l2	0.17270638461538462
Ankrd44	-0.11657383333333333
Ndufc2	0.6683418666666667
Pom121	-0.279141
Dcaf5	-0.686
Hmox2	-0.0898816294117647
Ptpa	0.09124192857142857
Arhgap15	2.5669600000000004
Upf1	-0.2708595
Anxa4	0.5851421875
Upf2	-0.1339285
Arid4a	-1.4343855714285714
Actr3	0.07280617948717949
Actr2	-0.449641
Arhgap18	-0.6622814285714285
Ccdc50	1.0092539999999999
Cluh	-0.599035
Ddx3x	-0.250863
Ccdc58	-0.1007151
Rplp2	-1.3459063333333334
Rplp1	0.465797
Rplp0	-0.32044
Nob1	-0.5167724
Rabgap1l	-0.092782109375
Mtg1	-0.1796430333333333
Adam10	-0.023345222222222253
Kin	-0.142163
Thyn1	-0.15270675
Nucks1	0.5576780785714285
Fads1	-0.156869
Fads2	-0.314165
Rad51c	1.088525
Dnpep	0.31522660344827585
Hmgn2	0.0
Ddx39b	0.0681795
Lat2	-0.8430137272727273
Hgh1	-0.258918
Mthfd1l	-1.3354275000000002
Chmp2b	-0.877869
Chmp2a	-0.29564405000000005
Dhx16	0.14994675000000002
Dhx15	0.11435772727272728
Zfc3h1	0.0111672
Cd79a	9.41644
Ddx39	-0.13841585714285712
Mthfd1	0.18215422222222222
Vac14	0.25883475
Mecp2	0.6059327888888889
Ppp1r18	0.1388921923076923
Usp10	-0.06768016666666667
Kti12	0.804686
Taf10	-0.09327
mt-Atp8	0.0
Stip1	0.358274
Qars	-0.08417424888571429
Nbeal2	-0.49927851600000006
Slc39a10	0.3673641666666667
Abcf3	1.0559733333333334
Taf15	-0.471394
Abcf1	-0.5681133333333334
Capzb	0.18151216666666667
Rrs1	-0.897371
Nsun2	-0.28258500000000003
Alg5	-0.23069971428571429
Prim1	3.1167385
Blmh	0.013183999999999989
Prim2	2.61027
Iqgap1	-0.3376282857142857
Cwc15	0.23855050000000003
Ipo11	-0.6572720000000001
Pan2	1.4120555555555556
Ppfia1	-0.5209842666666666
Cops7b	0.774183
Ipo13	-0.24812
Pfn2	2.7763105714285716
Tln1	-0.33138187499999994
Matr3	-0.2444437111111111
Rabl6	0.51268
Trim56	-0.109839
Lck	-4.7623
Acsl1	0.2579418
Pank4	-0.20320375
Pank2	0.10098053124999998
Msi2	-1.86882
Mpst	-3.4378807499999997
Zfyve19	-0.328065
Chtf18	0.838153125
Nt5dc1	-0.73249842
Crls1	0.19866664285714286
Mbnl1	0.006251861960784319
Mbnl3	0.9333100000000002
Cpsf1	-0.457009
Pcna	1.76448
Cd2bp2	0.22448150555555552
Smarcb1	0.46705050909090906
Mcts1	-0.420151
Spast	-0.27981100000000003
Nup188	0.041431111111111106
Pcnp	0.18597755555555556
Irf2bp1	-0.0276995
Pcnt	0.045103833333333336
Lrrc47	-0.012960149999999998
Helb	0.21419683333333336
Gvin1	-2.726991735
Mb21d1	0.0
Lsm8	0.6151525
Pdcd6ip	0.7726866666666666
Lsm4	-0.797247125
Eef1g	-3.16641
Eef1d	-0.27852901851851847
Lsm7	-0.3509005
Lsm1	-0.24015425
Lsm2	0.444813
Lsm3	0.1841539
Cbx8	-1.57147
Calm2	-0.196219
Cbx5	0.18217958333333337
Ndufb10	-0.4047595
Cbx3	-1.0555479166666666
Cbx1	0.15895983333333333
Parg	0.748650875
Tpx2	2.2889402000000003
Mum1	0.3053063333333333
Cdc73	0.2825558
Parn	-0.330796
Zc3hav1l	-0.0318079
Fis1	0.6758256666666668
Ppp1r21	-0.265273
Atg2b	-0.073666
Exog	-0.0403455
Eif1a	-0.9017936666666667
Myl6	-0.028354499999999998
Myl4	2.6209977777777778
Nom1	-3.1351970000000002
Hist2h2be	-0.524084
Tubb2b	-1.81812
Traf3ip3	-0.5004906815384615
Dnaaf5	-0.8930318333333332
Pcyox1l	-0.3361704
Tomm40	0.0062639861111111125
Gorasp2	0.1906365
Vps25	-0.11031310526315795
Utp14a	0.171185
Map7d1	-1.500390388888889
St13	-0.0022670999999999998
Ap3d1	-0.03461281111111111
Hars	0.380622
Spag5	1.26906
Ubqln1	-0.6258060000000001
Kif5b	0.37512853333333335
Dnajc24	0.488426
Wac	-0.6214654
Twf1	-0.3819835
Mtmr9	0.5126385
2310033P09Rik	0.0416146
Hist1h2bh	1.355835
Fam32a	-2.15359
Myl12b	-0.396844
Cdan1	-1.300681
Hspa2	2.2158703333333336
Wdr55	-0.486433
Hspa5	-0.10139480000000001
Hspa4	-0.565195
Rab1a	-0.28727025
Cars	0.1823351464285714
Hspa9	-1.25813
Hspa8	-0.25926499090909094
Sec61a1	-0.667027
Dnajb12	0.8068797142857144
Hnrnpab	0.15649733333333335
Abcb10	-0.40594815
Plaa	0.515705
Parvg	-0.01113419999999999
Diablo	-0.17637019999999998
Pcyt1a	-5.0881675
Nxf1	0.21747475833333332
Emb	-0.7878948
Mtr	-0.3489736666666667
Bzw1	0.460818125
Mia2	-0.15167618285714288
Akr1e1	-0.781843
Cox5a	0.319945
Ncaph2	-0.007997999999999995
Naca	-0.0758935
Cuta	-5.7985050000000005
Arhgap17	-0.33637796923076924
Car2	1.1868
Acss1	1.34533
Rasal3	-0.17514244444444446
Ciao1	0.2521253333333333
Hsp90b1	-0.02318845
Tox4	-0.728523
Tpd52l2	-0.046488731818181826
Rhot1	-2.415983
Got2	0.470199
Rab10	-0.539599
Ptpn1	-0.402476
Got1	1.26905
Ptpn7	0.19512183333333333
Rab14	-0.43134
Htra2	0.16205745384615386
Pgk1	0.26836333333333334
Gm2a	-3.03607
Tsnax	-0.9676686
Orc6	-0.48939362500000017
Actr8	0.18398518499999997
Orc2	-0.16603633333333334
Timm9	0.0722456818181818
Gzma	-5.882669675000001
Tipin	0.4655666666666667
Vapa	-0.406269
Drap1	-0.22807505000000003
Nploc4	-0.24038349999999997
2810403A07Rik	-0.063541
Copa	-0.9468011428571428
Rnaseh2a	0.1369513333333333
Rnaseh2c	1.14978
Ash2l	-0.22905550000000005
Eif2b4	0.31481013043478256
Eif2b5	0.113872
Eif2b2	0.10450566666666666
Eif2b3	-1.2463546666666665
Eif2b1	1.7222219333333333
Scaf4	-0.9640310000000001
Ddx5	-0.14257140833333334
Ddx6	-0.6464060000000001
Anp32e	0.9670955384615384
Anp32b	0.146594
Ddx1	0.1985218
Anp32a	-0.23069750000000003
Scaf8	0.040642
Mfap1b	-0.0352441
Pebp1	-0.3650576
Lrrfip1	-0.08220588461538458
Ndufb9	0.563083
Ndufb8	0.070705
Ndufb7	0.2462
Sptan1	0.03994376249999995
Ndufb5	0.140642256
Ndufb4	-0.378434
Fmn1	0.4345593333333333
Ilk	-0.10557173749999993
Riox1	-0.580052
Smarcal1	-0.4579755181818179
Chtf8	0.7140591384615386
Aamp	0.26773044444444444
Hypk	0.9284466666666668
Fam136a	-0.6421107500000001
Kars	0.046510668
Sema5b	0.0
Ccdc47	0.060135937499999986
Kpnb1	-0.112132
Ccdc43	0.2085675
Rbbp7	-0.1167612222222222
Son	0.03301720688888891
Tapbp	-0.1398416
Syk	0.10098600000000002
Mrps15	0.908735
Mrps14	-0.20194974999999996
Actl6a	0.1729375117241379
Bst2	-5.05177
Rab5b	-0.377284
Lman1	-0.30855200000000005
Rnf169	-0.890065
Ipmk	0.7469832727272727
Manf	0.025580531000000007
Nmral1	1.2708599999999999
Plgrkt	0.1865334117647059
Cks1brt	0.0
Nubp2	-0.419584
Cxxc1	0.549212
Dhx29	-0.08163693333333334
Opa1	-0.017407200000000008
Myo5a	-0.09336921562499997
Xpnpep1	0.5477945
Nrbp1	-0.2439858461538462
Ddx49	0.2796975
Dimt1	-0.085247
Btk	0.3268165
Arid5a	0.16980194444444444
Ddx41	0.30897499999999994
Ctsa	-0.3554915454545455
Ctsb	-0.0986384
Ctsc	0.10292656666666666
Ctsd	-1.6066749999999999
Kidins220	0.30122242105263153
Ddx47	-0.37416083333333333
Ddx46	-0.602437875
Syvn1	0.38627820000000007
Ctsz	0.25074
Rexo2	-0.0401814
Rexo4	-0.271175
Bach2	1.2157166666666666
Gar1	0.9824747083333333
Pin4	-1.40296
Gns	-0.14877690909090913
Ganab	-0.376938
Ccna2	0.8877649166666667
Atad5	0.0
Trmt61a	-0.19029811249999998
Cab39	-0.2340429090909091
Atad1	2.37584
Aip	-1.2459803749999998
Cenpa	0.23578611111111114
Atad2	1.0856375
Mapk3	1.6099228333333333
Kdm4a	-2.7444562499999994
Mapk1	0.08634499999999999
Ptpn6	-0.596629294117647
Cenpv	-0.030076
Eprs	0.11595777777777777
Ckap4	-1.82275
Ckap5	1.15412
Otud6b	-0.25630015
Nhlrc2	0.0576398
Ptges3	-0.22999393333333337
Spg20	0.21043553333333337
Dcakd	-0.4379735
Nudt5	0.36104474999999997
Psmc3ip	2.16847
Rcor2	-0.9480383333333333
Rcor1	-0.05108095000000001
Nudt16	0.22793210000000003
Cltc	-0.27138300000000004
Lman2	-0.778183
Gm20425	0.0
Nnt	0.043922714285714294
Epm2aip1	-0.264636
Nudcd1	-0.14064385714285715
Arfip1	-0.12089560000000002
Ptma	0.26290107142857144
Gnas	0.4026211947368421
Pkn1	-0.01414588888888889
Idh2	-0.1540123166666667
Naglu	-0.413291
Eif2d	0.16079088888888887
Eif2a	0.21232912499999998
Dhrs1	-0.101733
Ythdf3	-1.3457383333333333
Ythdf2	-0.007703649999999999
Ptms	-0.159527
Napa	0.0554805
Pym1	0.1607112
Snrpb	0.433291
Snrpc	0.082144
Snrpa	-0.06760266666666667
Snrpf	-0.742404
Snrpg	-0.217753
Snrpe	-0.47867874444444447
Borcs7	-0.488672
Rps6ka1	-0.2383161818181818
Rps6ka3	-0.002491916666666663
Rps6ka5	-0.300211125
Uqcr10	0.758849
Pon2	2.3427
Utp11	-0.167572
Ppp1cc	-0.19850408518518517
Arhgdia	0.14220125
Utp15	0.10608200000000001
Nsmce3	0.5017075
S100a11	-4.12527
S100a10	-0.579065
S100a13	-5.47453
Utp18	-0.487216
Hells	0.5914733333333334
Hyou1	-1.0697536428571428
Psma2	0.36393299999999995
Plod3	0.017325000000000035
Apobr	-1.0352314999999999
Asns	0.28100033333333335
Prkacb	-0.016667099999999973
Ecsit	0.069770286
Abce1	0.0585241
Ugp2	-0.4446615
Incenp	1.46689
Ruvbl2	0.7001638339130435
Usp33	0.07660922222222222
Hint2	1.14978
Ppp1r10	-0.30750987500000004
Cox4i1	0.058406940000000025
Pdrg1	-0.7615885454545454
Rcsd1	0.36887769230769235
Tfg	0.35631927272727276
Klc1	0.301734052631579
Alkbh5	0.818534
Nucb1	-0.3134551727272727
Alkbh3	1.4180133333333333
Nucb2	0.4171389999999999
Sbno1	-0.22654254545454552
Tomm5	-0.26334250000000003
Hspa14	1.39219
Snap29	0.553852
Msn	-0.052241
Krt76	0.0
Milr1	-0.6652575
Nol8	0.3928657727272728
Rsl24d1	-0.04194683333333333
Mob2	-0.0850249411764706
Nol7	-0.4192972857142857
Nol6	-0.603585
Vim	-0.03773468
Gapvd1	-0.4127872500000001
Ankzf1	0.4960381428571428
Gm2000	0.799402
Prdx6	-0.13641950000000005
Prdx5	0.31668650000000004
Prdx4	0.14853540000000004
Prdx3	0.270218
Prdx2	-0.3586722
Prdx1	0.07060119999999999
Leo1	-0.343582
Gadd45gip1	-1.16669
Dock11	-0.798699
Xpc	-1.2638177499999999
Pclaf	1.89482
Sh3bp1	-0.1624605
Eef2k	-0.8158419166666667
Ptpn23	0.127172
Puf60	0.10522134000000001
P4ha1	0.13170766666666667
Eif4ebp1	1.26127
Napsa	-0.5038346
Atad2b	-0.15698583333333335
Nsrp1	-0.0978814625
Wdr43	-0.758445
Wdr46	-0.973365
Akna	-1.84333
Cyc1	0.774865
Narfl	-0.4561965
Pml	0.21039155999999998
Hsp90aa1	-1.805884
Cnpy2	-0.4303576666666667
Ero1l	-0.77056475
Cnp	0.253746
Mars	-0.41292361999999994
Zfp592	-0.678389
Zfp593	-0.71875
Fxr1	0.09437638785714285
Fxr2	-0.549137
Brap	0.6057549999999999
Tefm	-0.7426403666666666
Ctnnbl1	0.533425
Apeh	-0.1638924
Mov10	-0.9692296250000001
Mavs	0.0595209
Mtfr1l	-0.49143250000000005
Eif3m	0.4590608333333333
Map4k1	-1.5715376666666663
Snw1	-0.100817
Isg20l2	-0.269908
Map4k4	0.3396555945945946
Psmb3	0.630281
Smc3	0.247667
Maz	0.21423563636363638
Smc5	-0.09044305000000002
Smc4	0.3166616444444445
Taf9	0.2155102222222222
Ostf1	-0.106316
Map2k1	-0.604219
Map2k6	-0.47914749999999995
Vwa5a	-0.05252182666666669
Ndufb2	0.2297779
Prps1l3	-0.05637536363636364
2310022A10Rik	-0.09732999999999999
Srcap	0.04313013870967742
Bysl	3.75781
Sf3b6	0.28227199999999997
Eif1	0.6347379999999999
Park7	1.2310405666666666
Hdlbp	0.11530025999999999
Eif5	-0.11352541935483869
Glud1	-0.20643433333333336
Cast	0.1085811543859649
Ssu72	0.07284966666666666
Sec16a	0.42559042199999997
Eif3g	-0.119516
Stx5a	0.09841959999999998
Zw10	1.68308
Larp1	-0.14550666666666667
Rbm42	4.3425519999999995
Larp4	-0.1061805
Rps27l	-0.18289274631578947
Larp7	0.43790903000000003
Eif6	1.9008216666666666
Rps27a	1.264925
Mycbp	0.20385655000000003
Dpp8	0.20673179666666666
Mast2	1.805310888888889
Gbe1	-1.8952285714285715
Actr1a	0.323966
Ufd1	-0.29194062499999995
Dpp3	-0.25737
Dpp4	5.00258
Morf4l2	0.051483621739130424
Morf4l1	-0.1219931
Fbl	0.8600166666666667
Lars	0.0254289
Rbm6	-0.003113277272727265
Rbm5	-0.012215483137254913
Rbm4	0.6281745000000001
Psip1	1.064808
Cand2	0.231065
Cand1	-0.359747
Nub1	-0.1393155
Cep55	1.5502384
Galns	-2.6833650000000002
Trrap	-1.6330931
Rnf40	-1.4282649999999997
Kpna6	0.069344
Birc5	2.609715
Kpna4	-0.071104
Kpna3	-0.0129583
Kpna2	-0.327362
Kpna1	0.33381549374999997
Nde1	0.498888125
Atpif1	0.7195465000000001
Clasrp	-0.18487353333333337
Asf1b	3.19741
Abcf2	0.659978
S100a6	0.16669580666666664
Col4a3bp	-0.50703
Usp48	-0.8605108608695652
Usp47	-0.20288347499999998
Sp3	0.1530713
Prpf40a	0.18887007692307692
Gtf3c3	0.21144
Alg2	3.7573749999999997
Gtf3c1	0.7942967000000001
Gtf3c6	0.027162000000000002
Gtf3c5	-0.5618385444444445
Gtf3c4	0.5057361
Ilf3	0.49140870370370376
Ilf2	0.999089
Cd3eap	-1.5957
Glipr2	-1.7786750000000002
Scp2	-0.1073796
Ncapg	0.8577399999999998
Dhx38	-0.17387
Med6	-0.037677724999999995
Abracl	-0.364597
Med4	0.508376
Dhx30	0.04326915762711865
Zfp217	-1.0292155
Surf4	-0.14539216666666668
Dhx36	-0.114209
Surf6	0.356055
Cops8	0.19635418125000004
Erlin2	0.45351130769230774
Cops2	0.22270366666666666
Cops3	1.1229995000000002
Spr	-0.015117444444444406
Cpt2	0.2998342857142857
Ddx56	0.01516505
Ddx54	-0.677807
Ddx55	-0.9720862875
Hnrnpa2b1	0.437535
Spn	0.21356244444444444
Rabgap1	-0.17559353636363637
Pstpip1	0.0
Utp20	0.4537285142857143
Fundc2	0.180846
Ccnb2	2.17328
Ccnb1	0.4325814
Anln	0.5794933333333333
Atp1b1	1.4226991857142859
Pnisr	-0.3508867142857143
Blm	-0.8495492785714286
Dcaf1	-0.8563278842857142
Washc1	-0.263347
Fasn	-0.021259650000000005
Tifa	2.2100725
Blk	1.42703
Nomo1	-1.45444
Wipf1	-0.34276095714285715
Dcaf8	-0.13735909999999998
Cobll1	0.30160234
Cdc37	-0.32303866666666664
Rab7	0.463250445
Rps16	0.248097
Fam3c	-0.2488337142857143
Ralgps2	1.5636954285714286
Acap1	-0.53336
Acap2	-0.264734
Tdp1	0.5146389955555555
Baz1a	-0.021947454545454534
Pfn1	0.16162925
Ctr9	-3.68128
Baz1b	0.491071
Mycbp2	-0.045739076923076924
Pabpc1	-0.09904675
Urb2	0.6244833333333334
Urb1	-0.788053
Chek1	0.6535375
Echdc1	-0.55764125
Stat6	-0.1715758666666667
Mrps25	-0.014658000000000018
Stat3	-0.40134725
Stat2	-1.4992836666666667
Stat1	0.1221035269230769
Mrps22	0.563022
Rdh13	-0.10375874999999998
Lage3	3.825626366666666
Ankmy2	0.0955079
Rpia	1.69757
Pmm2	-0.117082
Cep131	-0.3531202
Sept11	-0.008645200000000013
Ldha	0.17047248333333337
Pef1	0.010207059999999999
Gmeb1	-0.3789136
Gm10358	0.2401392
Dync1i2	-0.1545019999999999
Rps6kb1	0.17130975
Yars2	-0.8960089499999999
Patl1	0.253474
Palm	0.35168454875000005
Lss	0.29777233333333336
Eef1a1	0.052732024999999995
Trmt2a	0.02474149999999997
Zfr	0.16970066666666667
Sumo3	-0.3887507222222222
Tnrc6b	0.1932445
Ube4b	-0.08689399999999999
Ube4a	-0.22344418461538462
Katnb1	0.5186013333333334
Tbc1d10c	0.119763
Pds5a	0.29413910000000004
Rnf213	0.1764386
Arcn1	-0.291773
Pex19	0.930316
Bccip	0.113345
Cul4b	-1.0345598888888887
Nup37	-0.7138100000000001
Brd8	0.647962
Tufm	-0.16877614285714282
Uggt1	-0.1055048
Tjp2	-1.37741
Nek7	0.30390012499999997
Epb41l2	0.3096203076923076
Cdc16	-0.007126328571428574
Sbds	0.30834885714285715
Pnp	0.6907786666666667
Iqgap2	-4.39625
Dffa	0.56959
Luc7l3	0.030259750000000002
Pnn	-0.002066775
Ccnt1	0.09367966666666666
Foxred1	-0.6516532352941177
Luc7l2	-0.2450249
Bptf	0.024002314285714286
Eif3h	0.123953
Eif3i	-0.826375
Nasp	1.1920963333333334
Eif3k	-0.20255875
Eif3l	0.201876
Tpt1	0.143327
Sf3b5	0.446402
Eif3a	-0.103459
Eif3b	-0.19790025
Eif3c	-0.06291885714285715
Eif3d	-0.156887
Eif3e	0.122211
Eif3f	-0.780719
Sf3b2	0.071615
Setd1a	-0.18228659999999994
Cfl1	-0.026013166666666667
Hint1	0.014504749999999997
S100a4	-0.681761088888889
Scly	-0.05609185000000001
Knop1	0.13817001666666665
Ap3b1	-0.331782
Erlin1	-2.241927142857143
Sdad1	-0.21973155555555554
Senp7	0.08586950769230767
Nol11	-6.318135
Mrpl22	1.36052
Senp3	-0.0014293333333333335
Senp1	-0.17443749999999997
Triap1	0.53895
Terf1	0.5249382499999999
Rdh11	0.5344547777777778
Pitrm1	0.04144936363636362
Swap70	-1.50456
Akr7a5	0.01976305
Denr	-0.2486265
Icam2	-2.083732433333333
Cavin3	1.44057
Rpl23a	0.0
Grhpr	0.6134495
Ccdc124	0.07967450000000001
Eif4h	0.0164907
Fam50a	0.321887
Capns2	0.0
Zc3h4	1.3974266000000002
Terf2	-0.20909685714285717
Gtf2f1	0.149516
Gm9774	0.5161476833333333
Rpl10a	0.0
Ndufaf1	1.0068145
Ass1	-2.9351
Stx4a	0.103546
Phactr4	0.6273213750000001
Pi4kb	0.19995550000000004
Gpi1	0.042717833333333365
Selenbp1	-4.0017955
Eny2	0.1211344111111111
Glb1	-0.401768
Ptcd3	-0.08494232857142858
Appl1	-0.24507
Gripap1	-1.5022891666666665
Idi1	0.09098799999999999
Nae1	0.277499
Aldh18a1	-0.4069713571428571
Nol12	-0.3753417
Nptn	-0.35228365
Vps45	0.428841
Irf2bp2	-2.01247
Fgfr1op2	0.07865775
Pimreg	0.75669
B230219D22Rik	0.000355606
Lgals3bp	-1.7530628571428573
Osbpl8	-1.508767
Rab11b	-0.18176944444444443
Cfdp1	0.102861
Osbpl2	-0.0793751
Ogfr	0.119942
Osbpl5	-0.090614
Rab35	-0.0850715
Tma16	-0.20006003333333333
Arrb2	-0.2849429886666667
Rpl27a	-0.675095
Pnkp	-0.11533914666666666
Dap3	-0.1484893636363636
Stx7	-1.1112175
Vps4a	0.173114
Vps4b	-0.39152960000000003
Cryzl1	-0.0009938620689655025
Tut1	-0.646609
Lztfl1	-2.420815714285714
Sapcd2	1.6905366666666666
Ngly1	-0.19346054285714284
1190007I07Rik	-0.14589005555555554
Ndufa6	-0.0508801
Apmap	-0.488832
Tnfaip8	-0.13510060384615383
Bckdha	-0.4046365
Mdc1	-0.5484998333333334
Edc3	-0.022427000000000013
Ylpm1	-0.23154779999999997
Edc4	-0.10402212142857145
Chmp1b	-0.358419
Snapin	-0.5849196666666666
Ube2q1	-0.424234
Pola2	0.4965805
Paip2	1.2950998
Pmpcb	0.17754062857142855
Pmpca	0.8189355
C330027C09Rik	1.241465
Kat7	0.2847785
Grwd1	-0.46126900000000004
Papola	-0.107052268
Supv3l1	0.6447383333333333
Ppa2	0.12602244999999998
Luc7l	-0.06709453846153846
Ssb	0.6660740714285713
Ints13	-0.5769265333333334
Pola1	1.9883
Cep68	-0.48398566666666665
Kri1	0.12896428571428573
Atox1	0.156141
Gnl2	-0.2823295
Creld2	-0.527594
Cat	1.15575
Exosc8	0.47938564285714286
Exosc9	-0.634898625
Ndufa8	0.950268
Trmt112	-0.049629
Exosc2	0.2621081111111111
Nmd3	-0.5069114
Exosc1	-0.264307
Exosc6	0.0
Exosc7	-0.4257305333333334
Exosc4	-0.458
Cad	0.4150510347826087
Fam98c	0.16946623529411764
Arhgap30	-0.828597
Fam98a	-0.499564
Rpa1	0.8613235
Mrps36	0.576995
Serhl	0.23436600000000002
Ifi204	5.76345
Ccdc22	-0.525558
Ccdc25	0.658926
Thoc7	-0.3011511052631579
Bzw2	-0.13824034074074074
Ssbp1	0.04698879166666667
Gart	0.12159504499999997
Ssbp2	-0.37874600000000014
Gars	0.751802
Lrch1	0.651815
Atp6v1d	0.159469
Atp6v1f	0.3637776666666667
Atp6v1a	-0.38371869166666667
Ralbp1	-0.413426
Nup98	-0.3126222428571429
Rsrc1	0.5450056428571429
Rsrc2	0.08102080227272727
Nup93	0.41676814285714286
Atp6v1h	0.15909452631578946
Pias2	-0.40837366666666663
Ado	-0.0143268
Immt	0.5223559818181818
Arid3a	-0.73664825
Lrrc41	-0.0963462
Lrrc40	0.548712923076923
Pccb	0.23256300000000002
Pcca	-0.08165822222222223
Arf5	-0.027815499999999996
Adk	0.06884688235294117
Sp2	-0.27467172500000003
Tk1	4.01813
Fdx1	-0.026456777777777774
Cdkal1	0.5323170173913043
Mettl26	0.06738216666666667
Chchd2	0.872997
Rpn2	0.207618
Tmed4	-0.7028412500000001
Mrrf	0.4259019
Tmed1	0.1295614
Ppp4c	-0.5425911333333333
Tmed9	-0.7586919999999999
Pdcd6	0.311276
Pdpk1	0.35292581250000005
Pdcd4	-0.12006066666666666
Pdcd5	0.38369000000000003
Reep5	-0.750255
Lrpprc	-0.034363
Ndufv3	0.4437524
Ndufv2	0.4639494
Ndufv1	-0.7108422333333334
Ppp1cb	0.601342125
Adss	0.265845
Crkl	0.332378
Ppp1ca	0.568349
Stag2	0.08515523333333334
Commd3	-0.1712685
Stag1	0.09945326451612903
Commd6	0.6874395
Commd7	0.8663449999999999
Commd4	0.3997974
Tkt	-0.108867
Atp6v1g1	-0.39927
Fdxr	-1.74557
Ap2a1	0.0006779285714285774
Adsl	0.5748987999999999
Jchain	-8.56626
Txnrd2	0.08149660833333333
Uhrf1	0.2931540000000001
Uhrf2	0.632086
Txnrd1	-0.15987665000000004
Tsg101	-0.013601300000000002
Mki67	0.70568
Dnase2a	-1.241404
Samsn1	-4.680675
Elac2	0.410036
Haus6	0.28994
Haus5	-0.17506
Haus3	0.36060716666666665
Apool	0.1159975
Gm20390	-0.325458
Oxct1	0.1238118
Dync1h1	-1.2465595
Esf1	0.461623
Bin1	0.091883
Bin2	-0.20265226315789475
Atxn2l	0.1536598823529412
Strbp	0.599987
Ubap2l	0.28001557000000005
Sucla2	-0.4166875
Abi1	-0.26796189642857143
Map3k20	-0.2238913857142857
Emc8	-0.1108616189189189
Crebbp	-0.03523603076923078
Rps20	1.4461333333333333
Pdcd10	0.34086972
Emc2	-0.238211
Wdhd1	0.24040180000000003
Emc7	-0.105971
Mettl17	0.045377500000000015
Mettl14	0.992175
Gpatch1	0.37941833333333336
Idh1	0.0625288947368421
Adam30	-0.029678000000000006
Dnaja3	-0.2982102
Gsk3a	0.7909039999999999
Gmip	0.10072850000000007
Capza1	0.1589273636363637
Hddc2	-0.244257
Epb41	0.38896395
Usp15	-0.385852
Agps	-0.4133552166666667
Gmfb	0.05283771428571428
Nip7	-0.003435666666666689
Pik3r4	0.30934562499999996
Tbl1xr1	0.11270839333333335
Inppl1	1.8457781538461542
Cdk12	0.006201250000000019
Cdc27	-0.1812369
Cdc26	0.003887500000000002
Cdc23	1.21676378
Os9	2.3100199999999997
Cdc20	1.657839
Rps6	-3.54076
Agap3	-0.20414337499999996
Far1	0.335879025
Zwilch	1.1147133684210526
Mapre1	-0.233945
Nol10	-0.09384
Mapre2	-0.9806575
Heatr6	-0.214868
Aup1	-0.21069313043478263
Tcf3	1.2813846066666668
Slc16a1	4.54615
Ppan	-0.43109425
Slc16a3	0.8622525714285713
Ppat	0.00763215
Nup43	1.29984
Ttll12	-0.7820294555555556
Eefsec	-0.20495666666666676
Timm50	0.933944
Dusp3	-0.06825718181818181
Dok2	-6.84067
Mfge8	-1.0006677142857143
Ugdh	-0.04964933333333332
Otud4	0.09274833333333332
Eif1ad	0.00426652
Nkrf	0.606038
Sap30bp	-0.0658705
Ppwd1	1.10335
Gphn	1.2991075
Mdn1	0.0
Fam76b	0.0713547
Ddi2	-0.76783
Pygo2	-0.01161755
Ap1m1	-0.015779733333333348
Ghitm	0.047244480000000005
Gclc	2.40731
Zfp91	0.096499
Cherp	-0.037169499999999994
Ppa1	-0.45897
Snx30	-0.0557671
Slc1a5	12.64
Eif4a1	-0.2447025
Mrpl19	-0.501014
Eif4a3	0.10306301
Eif4a2	-0.0519699375
Copb2	-0.189791
Hp1bp3	-0.1437735909090909
Vps36	0.742358
Isca2	0.5988152500000001
Por	0.0691431
Mbd3	0.49458026666666666
Ripk1	-1.3327546666666665
Ripk3	-1.9084316666666667
Dek	0.4271063125
Hnrnph1	0.9191349999999999
Hnrnph3	0.1144271111111111
Cc2d1b	0.013062600000000002
Lasp1	0.1805496774193548
Ddx52	0.261336
Phax	-0.4106099142857143
